customer_id,recency_days,frequency,monetary,R,F,M,segment
15325,104,8,1601.46,3,4,4,Loyal
15326,334,5,1607.32,2,4,4,Big spenders
15327,53,1,208.75,4,1,1,Promising
15328,408,1,107.24,2,1,1,Hibernating
15329,39,9,2810.43,4,5,4,Champions
15330,32,2,714.96,4,2,3,Promising
15331,500,3,756.66,1,3,3,At risk
15332,366,6,4892.68,2,4,5,Big spenders
15333,208,1,1028.56,2,1,3,Hibernating
15334,157,3,347.87,3,3,2,Loyal
15335,54,1,170.22,4,1,1,Promising
15336,402,1,240.5,2,1,1,Hibernating
15337,411,1,373.02,1,1,2,Hibernating
15338,677,1,277.93,1,1,1,Hibernating
15339,66,7,1655.57,3,4,4,Loyal
15340,562,1,105.5,1,1,1,Hibernating
15341,81,2,2402.7200000000003,3,2,4,Big spenders
15342,130,1,392.59,3,1,2,Hibernating
15343,87,1,364.5,3,1,2,Hibernating
15344,1,3,504.14,5,3,2,Loyal
15345,46,1,373.59000000000003,4,1,2,Promising
15346,333,3,596.12,2,3,3,At risk
15347,366,3,1147.15,2,3,3,At risk
15348,72,1,158.04,3,1,1,Hibernating
15349,158,2,463.90999999999997,3,2,2,Hibernating
15350,373,2,547.6,2,2,2,Hibernating
15351,12,10,3384.72,5,5,5,Champions
15352,549,1,111.15,1,1,1,Hibernating
15353,255,7,2772.57,2,4,4,Big spenders
15355,29,2,277.05,4,2,1,Promising
15356,31,13,3239.57,4,5,5,Champions
15358,5,42,16364.61,5,5,5,Champions
15359,663,7,162.6,1,4,1,At risk
15360,40,1,427.93,4,1,2,Promising
15361,362,4,689.07,2,3,3,At risk
15362,449,2,613.08,1,2,3,Hibernating
15363,373,2,678.11,2,2,3,Hibernating
15364,96,2,913.19,3,2,3,Hibernating
15365,26,13,3791.98,4,5,5,Champions
15366,75,7,2389.08,3,4,4,Loyal
15367,57,11,5015.63,4,5,5,Champions
15368,21,2,722.74,4,2,3,Promising
15369,492,11,6251.26,1,5,5,At risk
15370,41,8,3739.01,4,4,5,Champions
15371,662,1,59.400000000000006,1,1,1,Hibernating
15372,137,8,5962.66,3,4,5,Loyal
15373,8,17,2881.7400000000002,5,5,5,Champions
15374,129,2,307.32,3,2,2,Hibernating
15375,690,1,60.959999999999994,1,1,1,Hibernating
15376,40,3,1221.56,4,3,4,Loyal
15377,383,4,1211.75,2,3,4,Big spenders
15378,463,2,246.5,1,2,1,Hibernating
15379,169,8,4824.14,3,4,5,Loyal
15380,9,11,3248.96,5,5,5,Champions
15381,214,5,1890.5700000000002,2,4,4,Big spenders
15382,15,12,13687.2,5,5,5,Champions
15384,170,4,2027.79,3,3,4,Loyal
15385,40,3,942.08,4,3,3,Loyal
15386,186,1,394.14,3,1,2,Hibernating
15387,492,1,468.65,1,1,2,Hibernating
15388,270,1,140.54,2,1,1,Hibernating
15389,172,5,2733.8,3,4,4,Loyal
15390,396,2,1216.66,2,2,4,Big spenders
15391,584,1,289.87,1,1,2,Hibernating
15392,5,7,2891.82,5,4,5,Champions
15393,16,5,891.34,5,4,3,Champions
15394,10,11,5261.3,5,5,5,Champions
15395,326,1,107.45,2,1,1,Hibernating
15396,113,2,796.38,3,2,3,Hibernating
15397,290,1,94.0,2,1,1,Hibernating
15398,16,2,1345.53,5,2,4,Big spenders
15399,1,3,815.77,5,3,3,Loyal
15400,92,8,1252.8,3,4,4,Loyal
15401,452,2,216.95000000000002,1,2,1,Hibernating
15402,149,6,1830.12,3,4,4,Loyal
15403,492,2,170.88,1,2,1,Hibernating
15404,376,1,257.06,2,1,1,Hibernating
15405,189,2,659.84,2,2,3,Hibernating
15406,31,4,955.97,4,3,3,Loyal
15407,34,4,1046.74,4,3,3,Loyal
15408,264,1,267.18,2,1,1,Hibernating
15409,721,1,131.25,1,1,1,Hibernating
15410,84,10,4685.72,3,5,5,Loyal
15411,26,4,1336.43,4,3,4,Loyal
15412,171,1,190.53,3,1,1,Hibernating
15413,692,5,6798.72,1,4,5,At risk
15414,10,3,774.9000000000001,5,3,3,Loyal
15415,313,1,559.61,2,1,2,Hibernating
15416,65,7,4572.82,3,4,5,Loyal
15417,85,1,508.8,3,1,2,Hibernating
15418,425,2,449.42,1,2,2,Hibernating
15419,25,1,135.86,4,1,1,Promising
15420,434,6,743.0,1,4,3,At risk
15421,59,10,3805.34,4,5,5,Champions
15422,323,7,1619.97,2,4,4,Big spenders
15423,38,3,219.14,4,3,1,Loyal
15424,254,3,597.78,2,3,3,At risk
15425,400,4,1941.1200000000001,2,3,4,Big spenders
15426,19,9,2141.41,5,5,4,Champions
15427,33,3,1430.54,4,3,4,Loyal
15428,15,4,762.75,5,3,3,Loyal
15429,27,2,397.35,4,2,2,Promising
15430,468,2,914.95,1,2,3,Hibernating
15431,503,1,153.24,1,1,1,Hibernating
15432,23,2,320.76,4,2,2,Promising
15433,214,2,533.3,2,2,2,Hibernating
15434,8,11,2528.06,5,5,4,Champions
15435,22,1,149.29,4,1,1,Promising
15436,12,3,1067.75,5,3,3,Loyal
15437,262,2,393.45,2,2,2,Hibernating
15438,131,1,156.57999999999998,3,1,1,Hibernating
15439,405,4,1269.05,2,3,4,Big spenders
15440,55,3,383.68,4,3,2,Loyal
15441,396,3,1254.21,2,3,4,Big spenders
15442,249,1,594.0,2,1,2,Hibernating
15443,2,14,5084.23,5,5,5,Champions
15444,9,2,1411.21,5,2,4,Big spenders
15445,264,2,284.5,2,2,2,Hibernating
15446,377,3,396.75,2,3,2,At risk
15447,331,5,492.88,2,4,2,At risk
15448,313,2,788.81,2,2,3,Hibernating
15449,26,3,974.52,4,3,3,Loyal
15450,30,1,429.84,4,1,2,Promising
15451,434,2,226.86,1,2,1,Hibernating
15452,30,6,1785.1100000000001,4,4,4,Champions
15453,2,7,1371.77,5,4,4,Champions
15454,362,2,303.89,2,2,2,Hibernating
15455,598,1,38.25,1,1,1,Hibernating
15456,283,10,2091.52,2,5,4,Big spenders
15457,262,1,237.07,2,1,1,Hibernating
15458,25,2,370.43999999999994,4,2,2,Promising
15459,417,2,202.82999999999998,1,2,1,Hibernating
15460,354,1,214.26,2,1,1,Hibernating
15461,461,2,429.7,1,2,2,Hibernating
15462,94,4,737.05,3,3,3,Loyal
15463,29,1,126.14,4,1,1,Promising
15464,338,1,1044.65,2,1,3,Hibernating
15465,20,32,12080.5,4,5,5,Champions
15466,85,4,1560.46,3,3,4,Loyal
15467,9,3,524.88,5,3,2,Loyal
15468,51,3,1430.48,4,3,4,Loyal
15469,50,3,874.25,4,3,3,Loyal
15470,576,1,63.419999999999995,1,1,1,Hibernating
15471,2,3,1292.01,5,3,4,Loyal
15472,113,1,371.56,3,1,2,Hibernating
15473,14,7,1740.0,5,4,4,Champions
15474,596,1,150.35,1,1,1,Hibernating
15475,77,1,454.10999999999996,3,1,2,Hibernating
15476,380,4,2180.28,2,3,4,Big spenders
15477,650,1,368.4,1,1,2,Hibernating
15478,40,3,1940.98,4,3,4,Loyal
15479,733,1,147.4,1,1,1,Hibernating
15480,116,3,3592.25,3,3,5,Loyal
15481,401,1,1993.34,2,1,4,Big spenders
15482,16,17,10416.72,5,5,5,Champions
15483,161,10,810.68,3,5,3,Loyal
15484,1,6,4620.9,5,4,5,Champions
15485,30,7,4810.92,4,4,5,Champions
15486,527,1,102.0,1,1,1,Hibernating
15487,680,1,231.32,1,1,1,Hibernating
15488,93,5,431.92,3,4,2,Loyal
15489,23,8,2404.61,4,4,4,Champions
15490,430,1,210.85,1,1,1,Hibernating
15491,95,6,3100.09,3,4,5,Loyal
15492,28,2,659.4599999999999,4,2,3,Promising
15493,33,9,4078.64,4,5,5,Champions
15494,21,5,3702.6,4,4,5,Champions
15495,379,1,246.5,2,1,1,Hibernating
15496,631,1,146.14000000000001,1,1,1,Hibernating
15497,18,9,8657.39,5,5,5,Champions
15498,3,44,24882.86,5,5,5,Champions
15499,724,1,158.65,1,1,1,Hibernating
15500,8,4,1131.56,5,3,3,Loyal
15501,405,2,399.95,2,2,2,Hibernating
15502,16,10,9060.57,5,5,5,Champions
15503,363,2,257.3,2,2,1,Hibernating
15504,81,4,391.45,3,3,2,Loyal
15505,53,5,3497.14,4,4,5,Champions
15506,23,6,2030.33,4,4,4,Champions
15507,172,1,475.86,3,1,2,Hibernating
15508,189,6,1000.27,2,4,3,At risk
15509,380,1,152.41,2,1,1,Hibernating
15510,331,1,250.0,2,1,1,Hibernating
15511,12,5,900.53,5,4,3,Champions
15512,156,4,331.58,3,3,2,Loyal
15513,33,35,26103.21,4,5,5,Champions
15514,12,17,5272.01,5,5,5,Champions
15515,387,1,171.81,2,1,1,Hibernating
15516,45,3,62.43,4,3,1,Loyal
15517,233,1,267.03,2,1,1,Hibernating
15518,64,15,4089.9900000000002,3,5,5,Loyal
15519,383,2,344.61,2,2,2,Hibernating
15520,2,1,343.5,5,1,2,Promising
15521,40,15,6867.64,4,5,5,Champions
15522,33,2,397.99,4,2,2,Promising
15523,84,16,17259.19,3,5,5,Loyal
15524,25,2,591.4,4,2,2,Promising
15525,2,4,872.82,5,3,3,Loyal
15526,33,2,148.44,4,2,1,Promising
15527,19,23,5355.4400000000005,5,5,5,Champions
15528,254,1,229.33,2,1,1,Hibernating
15529,23,12,4756.21,4,5,5,Champions
15530,22,5,1808.68,4,4,4,Champions
15531,8,2,1972.39,5,2,4,Big spenders
15532,25,10,3671.5,4,5,5,Champions
15533,19,3,793.72,5,3,3,Loyal
15534,726,1,162.25,1,1,1,Hibernating
15535,173,6,1031.6200000000001,3,4,3,Loyal
15536,409,1,259.09,1,1,1,Hibernating
15537,163,1,110.92,3,1,1,Hibernating
15538,538,6,3358.3999999999996,1,4,5,At risk
15539,7,1,538.46,5,1,2,Promising
15540,11,2,460.68,5,2,2,Promising
15541,114,1,85.13000000000001,3,1,1,Hibernating
15542,512,3,833.16,1,3,3,At risk
15543,288,2,242.26,2,2,1,Hibernating
15544,9,20,7793.04,5,5,5,Champions
15545,54,2,288.96999999999997,4,2,2,Promising
15546,607,1,539.5500000000001,1,1,2,Hibernating
15547,7,26,9991.7,5,5,5,Champions
15548,596,1,158.09,1,1,1,Hibernating
15549,77,8,2292.91,3,4,4,Loyal
15550,4,12,1994.6,5,5,4,Champions
15551,37,6,1629.01,4,4,4,Champions
15552,217,2,252.52,2,2,1,Hibernating
15553,60,1,428.93,3,1,2,Hibernating
15554,278,1,217.2,2,1,1,Hibernating
15555,12,36,11001.88,5,5,5,Champions
15556,24,1,279.77,4,1,1,Promising
15557,29,1,468.91,4,1,2,Promising
15558,639,1,131.88,1,1,1,Hibernating
15559,568,1,1109.4,1,1,3,Hibernating
15560,398,2,153.52,2,2,1,Hibernating
15561,12,8,1866.44,5,4,4,Champions
15562,352,3,671.4300000000001,2,3,3,At risk
15563,22,6,2815.42,4,4,4,Champions
15564,463,2,70.74000000000001,1,2,1,Hibernating
15565,50,2,173.16,4,2,1,Promising
15566,393,2,227.87,2,2,1,Hibernating
15567,19,1,186.01,5,1,1,Promising
15568,3,3,758.29,5,3,3,Loyal
15569,104,10,3583.45,3,5,5,Loyal
15570,7,25,8705.79,5,5,5,Champions
15571,12,14,3892.35,5,5,5,Champions
15572,5,10,3965.2,5,5,5,Champions
15573,32,5,1180.47,4,4,3,Champions
15574,178,6,1101.44,3,4,3,Loyal
15575,620,1,30.1,1,1,1,Hibernating
15576,38,1,921.37,4,1,3,Promising
15577,151,5,396.03000000000003,3,4,2,Loyal
15578,162,1,127.1,3,1,1,Hibernating
15579,69,5,1215.38,3,4,4,Loyal
15580,377,8,1295.44,2,4,4,Big spenders
15581,156,34,4385.46,3,5,5,Loyal
15582,25,3,682.9100000000001,4,3,3,Loyal
15583,376,1,95.96,2,1,1,Hibernating
15584,24,6,1266.95,4,4,4,Champions
15585,177,1,455.3,3,1,2,Hibernating
15586,593,3,1139.1,1,3,3,At risk
15587,50,7,1522.0800000000002,4,4,4,Champions
15588,678,1,579.6,1,1,2,Hibernating
15589,256,3,456.58,2,3,2,At risk
15590,382,5,1496.6,2,4,4,Big spenders
15591,583,3,217.9,1,3,1,At risk
15592,47,1,388.58,4,1,2,Promising
15593,71,1,199.8,3,1,1,Hibernating
15594,16,5,1771.78,5,4,4,Champions
15595,488,1,357.6,1,1,2,Hibernating
15596,215,8,2659.52,2,5,4,Big spenders
15597,35,2,563.37,4,2,2,Promising
15598,53,2,548.02,4,2,2,Promising
15599,27,3,1250.06,4,3,4,Loyal
15600,428,4,1186.56,1,3,3,At risk
15601,11,30,14179.24,5,5,5,Champions
15602,8,16,3005.21,5,5,5,Champions
15603,79,2,88.48,3,2,1,Hibernating
15604,52,1,216.39,4,1,1,Promising
15605,36,9,1741.95,4,5,4,Champions
15606,61,17,5211.19,3,5,5,Loyal
15607,337,9,1649.57,2,5,4,Big spenders
15608,28,5,1785.98,4,4,4,Champions
15609,184,1,270.03000000000003,3,1,1,Hibernating
15610,52,1,112.46000000000001,4,1,1,Promising
15611,10,24,2865.88,5,5,5,Champions
15612,36,2,195.15,4,2,1,Promising
15613,610,1,433.71999999999997,1,1,2,Hibernating
15614,438,4,3028.56,1,3,5,At risk
15615,10,47,21357.02,5,5,5,Champions
15616,438,1,317.11,1,1,2,Hibernating
15617,396,3,828.5500000000001,2,3,3,At risk
15618,33,4,756.93,4,3,3,Loyal
15619,11,1,336.40000000000003,5,1,2,Promising
15620,57,4,1927.36,4,3,4,Loyal
15621,4,4,1214.07,5,3,4,Loyal
15622,43,17,7416.61,4,5,5,Champions
15623,141,8,2437.05,3,5,4,Loyal
15624,117,4,588.13,3,3,2,Loyal
15625,104,9,3221.4,3,5,5,Loyal
15626,75,3,1052.67,3,3,3,Loyal
15627,457,2,566.9,1,2,2,Hibernating
15628,5,17,5302.63,5,5,5,Champions
15629,450,4,2240.9,1,3,4,At risk
15630,45,3,1481.4,4,3,4,Loyal
15631,642,1,596.67,1,1,3,Hibernating
15632,16,8,3170.11,5,5,5,Champions
15633,509,13,4306.26,1,5,5,At risk
15634,17,2,554.65,5,2,2,Promising
15635,396,1,100.35,2,1,1,Hibernating
15636,90,4,1444.58,3,3,4,Loyal
15637,53,5,797.59,4,4,3,Champions
15638,379,6,2265.2,2,4,4,Big spenders
15639,134,3,1047.68,3,3,3,Loyal
15640,4,29,23440.01,5,5,5,Champions
15641,105,12,5345.55,3,5,5,Loyal
15642,730,1,105.78000000000002,1,1,1,Hibernating
15643,192,3,664.0,2,3,3,At risk
15644,166,4,803.54,3,3,3,Loyal
15645,19,3,1042.15,5,3,3,Loyal
15646,158,5,762.3100000000001,3,4,3,Loyal
15647,415,1,169.0,1,1,1,Hibernating
15648,204,2,588.5,2,2,2,Hibernating
15649,336,4,1660.35,2,3,4,Big spenders
15650,522,2,539.03,1,2,2,Hibernating
15651,37,5,1259.06,4,4,4,Champions
15652,91,5,1397.44,3,4,4,Loyal
15653,93,2,877.4399999999999,3,2,3,Hibernating
15654,9,2,922.53,5,2,3,Promising
15655,243,1,521.27,2,1,2,Hibernating
15656,45,4,748.5,4,3,3,Loyal
15657,23,1,30.0,4,1,1,Promising
15658,190,7,2066.04,2,4,4,Big spenders
15659,44,3,532.49,4,3,2,Loyal
15660,25,15,2564.09,4,5,4,Champions
15661,317,8,1215.95,2,5,4,Big spenders
15662,661,2,283.73,1,2,2,Hibernating
15663,106,1,138.14,3,1,1,Hibernating
15664,51,4,1203.73,4,3,4,Loyal
15665,168,5,3987.07,3,4,5,Loyal
15666,472,2,632.9399999999999,1,2,3,Hibernating
15667,40,1,301.32,4,1,2,Promising
15668,218,1,76.32000000000001,2,1,1,Hibernating
15669,40,4,684.34,4,3,3,Loyal
15670,297,2,325.2,2,2,2,Hibernating
15671,19,7,2657.13,5,4,4,Champions
15672,725,1,45.300000000000004,1,1,1,Hibernating
15673,88,9,6204.32,3,5,5,Loyal
15674,73,12,6245.65,3,5,5,Loyal
15675,81,4,542.04,3,3,2,Loyal
15676,19,3,3365.56,5,3,5,Loyal
15677,49,3,1305.63,4,3,4,Loyal
15678,53,3,1825.94,4,3,4,Loyal
15679,24,4,781.28,4,3,3,Loyal
15680,9,10,4010.9900000000002,5,5,5,Champions
15681,25,14,2480.2,4,5,4,Champions
15682,599,2,318.24,1,2,2,Hibernating
15683,117,2,524.54,3,2,2,Hibernating
15684,547,2,164.05,1,2,1,Hibernating
15685,450,1,55.980000000000004,1,1,1,Hibernating
15686,420,1,90.0,1,1,1,Hibernating
15687,9,9,2993.1,5,5,5,Champions
15688,419,1,190.57,1,1,1,Hibernating
15689,120,3,521.03,3,3,2,Loyal
15690,4,2,239.76,5,2,1,Promising
15691,252,4,511.8,2,3,2,At risk
15692,28,1,191.04,4,1,1,Promising
15693,659,1,37.5,1,1,1,Hibernating
15694,1,23,9907.68,5,5,5,Champions
15695,267,4,1131.04,2,3,3,At risk
15696,33,12,3796.92,4,5,5,Champions
15697,690,1,246.75,1,1,1,Hibernating
15698,624,1,46.2,1,1,1,Hibernating
15699,18,1,309.65,5,1,2,Promising
15700,172,2,684.43,3,2,3,Hibernating
15701,2,4,1529.0,5,3,4,Loyal
15702,476,1,112.57000000000001,1,1,1,Hibernating
15703,265,1,211.5,2,1,1,Hibernating
15704,140,6,3663.86,3,4,5,Loyal
15705,201,1,143.1,2,1,1,Hibernating
15706,64,4,1017.26,3,3,3,Loyal
15707,35,4,916.98,4,4,3,Champions
15708,41,9,3856.6,4,5,5,Champions
15709,284,2,327.85,2,2,2,Hibernating
15710,417,1,898.87,1,1,3,Hibernating
15711,557,2,420.25,1,2,2,Hibernating
15712,9,12,3472.4100000000003,5,5,5,Champions
15713,143,4,824.79,3,4,3,Loyal
15714,12,5,783.96,5,4,3,Champions
15715,556,5,658.02,1,4,3,At risk
15716,146,11,2482.7400000000002,3,5,4,Loyal
15717,234,5,607.0,2,4,3,At risk
15718,540,1,293.79,1,1,2,Hibernating
15719,33,31,10130.42,4,5,5,Champions
15720,24,2,739.22,4,2,3,Promising
15721,12,1,471.40000000000003,5,1,2,Promising
15722,36,11,5183.0,4,5,5,Champions
15723,365,4,930.7,2,4,3,At risk
15724,201,3,310.85,2,3,2,At risk
15725,15,1,415.25,5,1,2,Promising
15726,390,1,321.91,2,1,2,Hibernating
15727,17,15,9371.71,5,5,5,Champions
15728,380,2,544.6,2,2,2,Hibernating
15729,213,3,154.70000000000002,2,3,1,At risk
15730,66,5,1726.58,3,4,4,Loyal
15731,554,1,125.3,1,1,1,Hibernating
15732,212,10,1499.42,2,5,4,Big spenders
15733,283,1,162.3,2,1,1,Hibernating
15734,115,4,2263.3,3,4,4,Loyal
15735,421,1,327.68,1,1,2,Hibernating
15736,435,2,1750.12,1,2,4,Hibernating
15737,15,7,1139.1200000000001,5,4,3,Champions
15738,19,41,13030.12,5,5,5,Champions
15739,66,1,449.12,3,1,2,Hibernating
15740,49,1,154.88,4,1,1,Promising
15741,458,2,208.62,1,2,1,Hibernating
15742,619,1,156.87,1,1,1,Hibernating
15743,16,4,775.96,5,4,3,Champions
15744,78,1,34.8,3,1,1,Hibernating
15745,19,4,1094.59,5,4,3,Champions
15746,134,1,182.96,3,1,1,Hibernating
15747,13,9,2499.81,5,5,4,Champions
15748,40,3,609.8100000000001,4,3,3,Loyal
15749,235,2,24850.9,2,2,5,Big spenders
15750,3,18,6422.6900000000005,5,5,5,Champions
15751,461,10,1326.79,1,5,4,At risk
15752,40,9,3924.91,4,5,5,Champions
15753,305,1,79.2,2,1,1,Hibernating
15754,51,9,3007.71,4,5,5,Champions
15755,10,17,5993.12,5,5,5,Champions
15756,61,4,528.01,3,4,2,Loyal
15757,66,6,2940.36,3,4,5,Loyal
15758,25,1,205.25,4,1,1,Promising
15759,218,7,830.9300000000001,2,4,3,At risk
15761,443,1,143.05,1,1,1,Hibernating
15762,65,2,583.75,3,2,2,Hibernating
15763,32,2,1061.42,4,2,3,Promising
15764,107,7,4499.73,3,4,5,Loyal
15765,667,1,370.63,1,1,2,Hibernating
15766,64,3,831.06,3,3,3,Loyal
15768,116,34,15308.89,3,5,5,Loyal
15769,7,45,84183.52,5,5,5,Champions
15770,613,1,321.45,1,1,2,Hibernating
15771,604,3,1006.54,1,3,3,At risk
15772,418,1,280.88,1,1,1,Hibernating
15773,6,2,774.52,5,2,3,Promising
15774,69,6,1287.09,3,4,4,Loyal
15775,245,2,150.5,2,2,1,Hibernating
15776,133,1,241.62,3,1,1,Hibernating
15777,241,7,1762.61,2,4,4,Big spenders
15778,431,1,307.95,1,1,2,Hibernating
15779,463,2,124.08000000000001,1,2,1,Hibernating
15780,184,3,475.28000000000003,3,3,2,Loyal
15781,25,3,345.46,4,3,2,Loyal
15782,10,4,4014.1,5,4,5,Champions
15783,11,1,246.3,5,1,1,Promising
15784,468,2,848.3299999999999,1,2,3,Hibernating
15785,33,16,5969.93,4,5,5,Champions
15786,46,5,8457.6,4,4,5,Champions
15787,26,3,933.26,4,3,3,Loyal
15788,509,1,221.82999999999998,1,1,1,Hibernating
15789,358,6,1932.01,2,4,4,Big spenders
15790,10,1,218.75,5,1,1,Promising
15791,44,5,3608.34,4,4,5,Champions
15792,400,2,933.84,2,2,3,Hibernating
15793,15,8,2382.92,5,5,4,Champions
15794,736,2,777.0,1,2,3,Hibernating
15795,150,8,1979.8700000000001,3,5,4,Loyal
15796,1,17,5152.7300000000005,5,5,5,Champions
15797,113,5,2806.08,3,4,4,Loyal
15798,493,3,1535.37,1,3,4,At risk
15799,76,4,1421.34,3,4,4,Loyal
15800,107,7,1227.07,3,4,4,Loyal
15801,46,3,1063.95,4,3,3,Loyal
15803,51,4,1929.66,4,4,4,Champions
15804,1,13,3878.33,5,5,5,Champions
15805,23,30,10125.53,4,5,5,Champions
15806,46,3,784.58,4,3,3,Loyal
15807,50,5,1817.52,4,4,4,Champions
15808,306,21,17125.8,2,5,5,Big spenders
15809,36,7,862.88,4,4,3,Champions
15810,170,7,2934.8,3,4,5,Loyal
15811,22,7,3382.05,4,4,5,Champions
15812,107,12,5201.47,3,5,5,Loyal
15813,208,2,1303.9099999999999,2,2,4,Big spenders
15814,17,6,2634.44,5,4,4,Champions
15815,64,5,2100.6,3,4,4,Loyal
15816,542,2,93.3,1,2,1,Hibernating
15817,421,3,2766.4,1,3,4,At risk
15818,588,1,340.5,1,1,2,Hibernating
15819,49,10,3934.79,4,5,5,Champions
15820,320,1,206.98,2,1,1,Hibernating
15821,44,2,570.96,4,2,2,Promising
15822,3,6,1840.06,5,4,4,Champions
15823,729,2,3368.21,1,2,5,Hibernating
15824,453,2,890.94,1,2,3,Hibernating
15825,172,1,532.94,3,1,2,Hibernating
15826,56,4,2588.08,4,4,4,Champions
15827,73,27,3339.29,3,5,5,Loyal
15828,375,1,1108.82,2,1,3,Hibernating
15829,99,2,636.14,3,2,3,Hibernating
15830,38,1,556.2,4,1,2,Promising
15831,58,3,794.64,4,3,3,Loyal
15832,254,1,836.79,2,1,3,Hibernating
15833,738,1,80.4,1,1,1,Hibernating
15834,70,7,3616.9900000000002,3,4,5,Loyal
15835,44,4,954.09,4,4,3,Champions
15836,50,1,117.47,4,1,1,Promising
15837,65,2,777.01,3,2,3,Hibernating
15838,11,34,73205.5,5,5,5,Champions
15839,33,3,1036.59,4,3,3,Loyal
15840,59,2,355.56,4,2,2,Promising
15841,73,9,2732.45,3,5,4,Loyal
15842,393,2,548.8,2,2,2,Hibernating
15843,304,1,118.95000000000002,2,1,1,Hibernating
15844,46,1,130.73999999999998,4,1,1,Promising
15845,18,11,4389.2,5,5,5,Champions
15846,385,1,107.01,2,1,1,Hibernating
15847,38,5,822.57,4,4,3,Champions
15848,622,1,137.99,1,1,1,Hibernating
15850,19,6,1006.75,5,4,3,Champions
15851,527,1,109.73,1,1,1,Hibernating
15852,187,3,257.26,3,3,1,Loyal
15853,52,1,110.8,4,1,1,Promising
15854,4,21,5578.28,5,5,5,Champions
15855,137,6,1052.72,3,4,3,Loyal
15856,4,52,32114.34,5,5,5,Champions
15857,19,2,570.48,5,2,2,Promising
15858,16,13,3526.91,5,5,5,Champions
15859,432,1,438.46,1,1,2,Hibernating
15860,41,17,2358.8,4,5,4,Champions
15861,12,11,4195.9,5,5,5,Champions
15862,8,13,2507.14,5,5,4,Champions
15863,26,5,355.1,4,4,2,Champions
15864,22,7,2028.1200000000001,4,4,4,Champions
15865,41,5,2241.42,4,4,4,Champions
15866,101,1,211.89,3,1,1,Hibernating
15867,5,31,8823.97,5,5,5,Champions
15868,583,1,94.53,1,1,1,Hibernating
15869,277,3,321.11,2,3,2,At risk
15870,33,4,857.46,4,4,3,Champions
15871,437,1,33.099999999999994,1,1,1,Hibernating
15872,15,4,729.25,5,4,3,Champions
15873,500,3,138.24,1,3,1,At risk
15874,64,21,11268.86,3,5,5,Loyal
15875,646,1,108.52,1,1,1,Hibernating
15876,409,2,1449.1399999999999,1,2,4,Hibernating
15877,2,2,437.83,5,2,2,Promising
15878,562,2,330.77,1,2,2,Hibernating
15879,404,4,1137.8,2,4,3,At risk
15880,369,1,299.03000000000003,2,1,2,Hibernating
15881,312,4,438.24,2,4,2,At risk
15882,199,8,1101.38,2,5,3,At risk
15883,2,2,396.48,5,2,2,Promising
15884,432,2,244.60000000000002,1,2,1,Hibernating
15885,93,13,1726.82,3,5,4,Loyal
15886,60,4,1052.8700000000001,3,4,3,Loyal
15887,407,3,1027.15,2,3,3,At risk
15888,81,3,396.45,3,3,2,Loyal
15889,157,8,1396.6,3,5,4,Loyal
15890,395,5,535.65,2,4,2,At risk
15891,227,1,509.13,2,1,2,Hibernating
15892,669,1,128.2,1,1,1,Hibernating
15893,482,1,305.28000000000003,1,1,2,Hibernating
15894,253,2,257.6,2,2,1,Hibernating
15895,150,1,179.17,3,1,1,Hibernating
15897,194,2,208.59,2,2,1,Hibernating
15898,1,25,4979.95,5,5,5,Champions
15899,369,1,56.25,2,1,1,Hibernating
15900,24,4,876.67,4,4,3,Champions
15901,17,6,667.89,5,4,3,Champions
15902,380,1,145.01,2,1,1,Hibernating
15903,10,11,8900.04,5,5,5,Champions
15904,8,1,164.68,5,1,1,Promising
15905,543,1,114.69,1,1,1,Hibernating
15906,20,10,2457.39,4,5,4,Champions
15907,4,3,881.87,5,3,3,Loyal
15908,491,2,758.62,1,2,3,Hibernating
15909,174,1,191.94,3,1,1,Hibernating
15910,1,15,2661.17,5,5,4,Champions
15911,624,8,1683.79,1,5,4,At risk
15912,178,9,1074.7,3,5,3,Loyal
15913,534,1,6.300000000000001,1,1,1,Hibernating
15914,378,2,205.99,2,2,1,Hibernating
15915,402,1,364.24,2,1,2,Hibernating
15916,16,13,3105.14,5,5,5,Champions
15917,248,5,530.17,2,4,2,At risk
15918,191,3,582.88,2,3,2,At risk
15919,20,2,525.69,4,2,2,Promising
15920,154,8,565.19,3,5,2,Loyal
15921,173,4,765.61,3,4,3,Loyal
15922,373,1,369.5,2,1,2,Hibernating
15923,373,1,127.08,2,1,1,Hibernating
15924,731,1,102.82,1,1,1,Hibernating
15925,194,1,207.15,2,1,1,Hibernating
15926,542,1,134.44,1,1,1,Hibernating
15927,647,1,106.54,1,1,1,Hibernating
15928,656,1,293.53,1,1,2,Hibernating
15929,644,1,594.0,1,1,2,Hibernating
15930,67,1,426.63,3,1,2,Hibernating
15931,428,1,239.9,1,1,1,Hibernating
15932,4,8,2495.87,5,5,4,Champions
15933,21,3,1107.46,4,3,3,Loyal
15934,418,2,2190.66,1,2,4,Hibernating
15935,239,1,103.0,2,1,1,Hibernating
15936,379,2,282.79,2,2,2,Hibernating
15937,64,1,145.35,3,1,1,Hibernating
15938,112,9,734.81,3,5,3,Loyal
15939,90,15,9004.84,3,5,5,Loyal
15940,311,1,35.8,2,1,1,Hibernating
15941,637,1,405.0,1,1,2,Hibernating
15942,134,1,337.44,3,1,2,Hibernating
